Trial,Enc_Latency_ns,Enc_RAM_Bytes,CPU_Percent,Enc_Throughput_bps
262,58362646,34938880,102.0,718664606.12
263,58434257,34938880,101.8,717783884.89
264,58278740,34938880,102.1,719699293.43
265,58351184,34938880,102.0,718805774.36
266,58475590,34938880,101.8,717276525.13
267,58349202,34938880,85.0,718830190.69
268,58580552,34938880,101.6,715991341.29
269,58924644,34938880,100.8,711810291.12
270,58602145,34938880,101.4,715727521.58
271,58855218,34938880,101.2,712649947.20
272,58687718,34938880,101.4,714683913.93
273,58892755,34938880,101.1,712195719.15
274,58832366,34938880,101.1,712926758.72
275,58922939,34938880,100.7,711830888.14
276,58758385,34938880,101.1,713824384.38
277,58774681,34938880,100.6,713626467.83
278,58930328,34938880,101.0,711741634.97
279,58686330,34938880,101.5,714700817.04
280,58829200,34938880,101.0,712965126.16
281,58858347,34938880,101.1,712612061.63
282,58899995,34938880,84.2,712108175.90
283,58974292,34942976,100.7,711211047.69
284,58730534,34942976,100.7,714162891.83
285,58776903,34942976,101.2,713599489.92
286,58624497,34942976,101.4,715454633.24
287,58414349,34942976,101.8,718028510.43
288,58462016,34942976,101.8,717443065.94
289,58255091,34942976,102.1,719991459.63
290,58256258,34942976,102.1,719977036.63
291,58375739,34942976,102.0,718503418.00
292,58505090,34942976,84.7,716914853.05
293,58462609,34942976,101.8,717435788.74
294,58198536,34942976,102.2,720691118.42
295,58489683,34942976,101.7,717103698.44
296,58244203,34942976,102.1,720126052.72
297,58438164,34942976,101.8,717735896.01
298,58473182,34942976,101.8,717306063.49
299,58392683,34942976,101.9,718294927.47
300,58355443,34942976,102.0,718753313.21
301,58339053,34942976,85.0,718955242.55
302,58401368,34942976,101.9,718188108.20
303,58724070,34947072,101.4,714241502.68
304,58856514,34947072,101.1,712634254.89
305,58778959,34947072,101.2,713574529.28
306,58913755,34947072,101.0,711941854.67
307,58767867,34947072,101.1,713709211.19
308,58955644,34947072,100.4,711436007.72
309,58902144,34947072,101.1,712082195.17
310,58728533,34947072,101.4,714187224.80
311,58817200,34947072,101.2,713110586.70
312,58804681,34947072,101.2,713262401.68
313,58845977,34947072,101.2,712761859.66
314,58727644,34947072,101.4,714198035.94
315,58919291,34947072,83.8,711874961.29
